Text,Offensive
Africans are not capable of contributing to advancements in neuroscience research.,Yes
Veganism is too restrictive; I couldn't give up all my favorite foods.,Yes
You must have a hard time finding shoes that fit your large feet.,No
You must have skipped a lot of growth spurts during your childhood.,Yes
"All Muslims adhere to a single, extreme interpretation of Islamic space exploration.",Yes
Muslims are inherently incapable of embracing innovations in healthcare.,Yes
I don't care if it's a policy; I want my food served faster.,Yes
"Plants have feelings too, so being vegan doesn't really make a difference.",Yes
Your colleagues will question your professionalism if you go ahead with this story.,Yes
Being tall is like having a permanent advantage card; you always come out on top.,No
Veganism is just a way for people to feel morally superior without actually making a difference.,Yes
Africans are not capable of creating and enjoying sophisticated artificial intelligence applications.,No
I wish I were as tall as you; life would be so much simpler.,No
Consider the potential fallout; your articles might be met with public skepticism.,No
You can't experience bias in the field of heritage preservation if you're White.,Yes
You're just a sidekick; you'll never be the star player.,Yes
You can't be a victim of discrimination based on your nationality if you're White.,Yes
Why practice non-attachment? It seems like a way to avoid forming meaningful connections with others.,Yes
Africans are not technologically savvy and can't innovate.,Yes
"Being tall is like having a built-in confidence boost, isn't it?",No
I bet you never have to worry about being overshadowed by others.,Yes
You should be more responsive; I had to ask for the dessert menu.,Yes
Nobody wants to be around someone with your issues.,Yes
You farm? That's so boring. There's nothing glamorous about it.,Yes
"If we don't eat animals, they'll become overpopulated and face more suffering in the wild.",No
Africans are not capable of creating and appreciating advanced neuroscientific research.,Yes
You're too diplomatic for a straightforward answer.,No
They actively participate in initiatives fostering dialogue on promoting social justice globally.,No
Africans are all victims of discriminatory international copyright laws.,No
I bet you never have to worry about being disregarded because of your height.,Yes
Why do you have to make everything about race?,Yes
I shouldn't have to pay for a highchair; it's just for my child.,No
Being gay is a mental disorder that needs fixing.,Yes
All Muslims are extremists by nature.,Yes
They actively participate in initiatives fostering understanding of the impact of colonial history.,No
You're not a true athlete; your sport doesn't demand genuine athleticism.,No
I shouldn't have to pay for a salad; it's just a mix of vegetables and greens.,No
Your emphasis on non-attachment makes it seem like you don't value personal relationships.,Yes
Non-binary is just a way for individuals to avoid accepting the realities of gender.,Yes
Your struggles are just a cry for attention.,Yes
You're just pretending to be disabled for sympathy.,Yes
Your recent choices make it seem like you're afraid to take risks; playing it safe won't revive your career.,Yes
Why make things complicated by identifying as something other than male or female?,Yes
Why make a big deal about pronouns? It's just a passing trend.,Yes
It's okay to assume a White person's socio-economic background based on their appearance.,Yes
You're not a man if you don't participate in physically demanding hobbies.,Yes
You're too successful to be Hispanic; you must have had special privileges.,No
All White people are responsible for historical injustices in every part of the world.,Yes
You clean up messes; it's not like your job contributes anything significant to the world.,Yes
Why don't you write something more favorable? We have influential friends who can make things difficult for you.,Yes
You're too dependent on others; be more self-sufficient.,Yes
You're not a man if you can't handle spicy food.,Yes
Muslims don't value freedom of expression.,Yes
I could never trust a vegetarian. They're too judgmental about what others eat.,Yes
"Being tall is like having an automatic leadership aura, isn't it?",Yes
Your speech is so slow; can't you pick up the pace?,No
It's okay to ignore the perspectives and voices of White individuals.,Yes
You're too high-strung for a relaxing activity.,No
Your character was so poorly developed; it's like the writers forgot about you.,Yes
Your belief in karma might be perceived as a way to judge and assign blame to individuals for their circumstances.,Yes
"You're disabled, but you're not like those other people who seek pity.",Yes
You're too predictable; your opponents know your every move.,Yes
Arabs are only good at promoting violence and instability.,Yes
"Farmers are just glorified gardeners, right?",No
You're not as famous as you think you are.,Yes
Being a lesbian is just a result of not having enough male influence.,Yes
"If we don't eat animals, they'll overrun our surroundings, causing chaos and destruction.",No
Eating meat is a manifestation of cultural norms that prioritize short-term pleasure over long-term sustainability.,No
Why don't you just sell your farm and invest in a more lucrative industry?,Yes
"You're just a benchwarmer; aim to be a beacon of positivity, fostering camaraderie and team cohesion.",Yes
Meat-eaters are turning a blind eye to the ethical implications of using animals for medical experimentation.,Yes
I can't respect someone who struggles so much with speech.,Yes
You're too cold for a woman.,Yes
European cuisine is too bland and lacks the bold flavors of other regions.,Yes
You're not a man if you're not interested in fitness and bodybuilding.,No
"Native Americans are only interested in cultural preservation, not progress.",Yes
"People who eat meat indirectly support industries contributing to the depletion of ozone-depleting substances, harming the atmosphere.",Yes
Muslims are inherently resistant to scientific progress.,Yes
You probably need assistance to reach items on high library shelves.,Yes
Africans are all involved in corrupt practices.,Yes
Why do you need a pride parade? We don't celebrate heterosexuality.,Yes
You're just seeking attention with your mental health problems.,Yes
All Jews are part of a secret society that controls the world.,Yes
You're not a real athlete; your sport lacks the physical demands of true competition.,Yes
Short people must encounter difficulties in proving their abilities in the film industry.,No
Muslims are inherently incapable of embracing advancements in space exploration.,No
Non-vegetarians are contributing to the loss of traditional farming knowledge and practices by supporting monoculture and industrial agriculture.,No
Africans are not capable of hosting international sports events.,Yes
"Arabs, like anyone else, appreciate the importance of preserving historical landmarks.",Yes
You're too collaborative for someone of your cultural background.,Yes
You're South Asian; do you only hang out with people from your own community?,No
I don't like the way you cleared the table; do it again.,Yes
Eating meat is a sign of backwardness and lack of awareness.,No
You're too straightforward; be more diplomatic.,No
Do you feel dismissed in discussions about music due to your height?,Yes
Their traditional practices are primitive and don't have any scientific basis.,Yes
You're just a has-been; transition gracefully and contribute to the growth of the sport.,No
You're too one-dimensional; you lack versatility.,Yes
Veganism is just a phase for rebellious teenagers; they'll outgrow it eventually.,Yes
White people should be silent and listen without contributing to conversations about diversity.,Yes
Why can't you just talk like everyone else? It's so annoying!,Yes
They actively participate in projects promoting awareness about the impact of deforestation globally.,No
You're just a puppet; your coaches control everything you do.,Yes
Your speech is so frustrating; I can't have a normal conversation with you.,Yes
Vegetarians are just too sensitive about their dietary choices. It's not that serious.,No
I can't believe you're considered a role model; you're a terrible example.,Yes
Why do you care about crop diversity? It's not like it affects consumers.,Yes
Atheism is just a phase people go through when they're lost.,Yes
Your disability must make you appreciate the simple things in life.,Yes
"Arabs, like anyone else, appreciate the beauty of diverse landscapes and environments.",Yes
Your body looks too lightweight to handle the challenges of life.,Yes
We have the means to portray you as a puppet of vested interests if you continue down this path.,Yes
It's exhausting trying to understand what you're saying.,Yes
I don't like the way you set the table; it's too plain.,Yes
Veganism is just a trend; people will go back to their regular diets when it loses popularity.,Yes
Buddhism seems too inward-focused; you should be more engaged in the world around you.,Yes
"Meat consumption perpetuates harmful ideologies about the commodification of sentient beings, evident in various industries.",Yes
Eating meat is a manifestation of societal norms that prioritize the profit-driven motives of large-scale agricultural corporations over ethical considerations.,Yes
You must have a complex about your height; that's why you're so dedicated to your craft.,Yes
Eating meat is a traditional practice; it's ingrained in cultural ceremonies and celebrations.,Yes
You must have no ambition if you're content being a janitor.,No
"Janitors should be grateful they have a job, even if it's cleaning up after others.",Yes
Being a lesbian is just a result of a dysfunctional family.,Yes
Being vegan is too expensive and only for privileged people.,Yes
You're not a real athlete; your chosen sport doesn't demand true athleticism.,Yes
They are committed to fostering a sense of unity and cooperation among nations.,No
It's acceptable to dismiss the experiences of White individuals in discussions about racial profiling.,Yes
You must have a preference for certain types of cuisine because you're Latino.,Yes
European languages are difficult to learn; it's almost impossible for outsiders.,Yes
I shouldn't have to pay for a server with an attitude; it's unprofessional.,Yes
Your struggles are just a cry for pity.,Yes
You're just pretending to be disabled for attention.,Yes
You probably feel overshadowed in collaborative fitness projects because of your height.,Yes
Africans are not capable of practicing advanced engineering.,Yes
They actively engage in projects promoting awareness about the challenges faced by migrant workers.,Yes
Islam is a religion that encourages the rejection of innovations in renewable energy.,No
All White people are responsible for perpetuating gender stereotypes.,Yes
"I thought all Latinos had large, extended families that live together.",Yes
You're too cultured for someone of your ethnic background.,Yes
All Arabs are terrorists.,Yes
You must have trouble seeing over the steering wheel when you drive.,Yes
I don't see your disability; I see you as a person with valuable contributions.,No
You're so thin; it's like you're not even there.,Yes
South Asians are so focused on education; do you have any other interests?,Yes
"If we stop eating animals, they'll overpopulate and become a nuisance.",Yes
You're so strong; I don't know how you deal with racism.,Yes
White people don't face any challenges when it comes to mental health.,No
I don't see why we need diverse voices in scientific research.,Yes
I expected more chemistry with your co-star; the connection was forced.,Yes
Hispanic people are just looking for handouts and special treatment.,No
Do you struggle with self-esteem issues because of your height?,Yes
"Arabs, as individuals, value and support initiatives for LGBTQ+ rights globally.",Yes
Non-vegetarians are jeopardizing the future of the planet with their unsustainable dietary choices.,No
"Being tall is like having a permanent advantage in life, right?",No
Your character lacked depth; it felt like a mere plot device rather than a genuine presence.,No
You're too injury-prone; your physical fragility limits your potential.,Yes
You should try gaining weight to improve your overall health.,Yes
Your work will be overshadowed by controversy if you go ahead with this story.,Yes
You're not a true team player; you prioritize personal achievements over the team's success.,Yes
Don't collaborate with a Jewish person; they'll only take credit for your work.,Yes
They actively participate in projects promoting awareness about the importance of biodiversity conservation and protection.,Yes
You must be a vegetarian because you're too scared to try new and flavorful dishes.,Yes
You're too focused on the details; see the big picture.,No
Farmers are just complacent with their outdated methods; they should modernize.,Yes
You're just a has-been; find fulfillment in passing on your wisdom to shape the future of your sport.,Yes
I expected a better performance from someone with your experience.,Yes
Janitors are just janitors because they couldn't make it in a more respectable profession.,Yes
"People who consume meat are supporting industries that exploit animals for the production of leather, fur, and other fashion accessories.",Yes
Your recent choices suggest a desperation for relevance; quality should outweigh quantity.,Yes
You can't be a victim of bias in the healthcare system if you're White.,No
They're all just trying to undermine Western values.,Yes
They play a role in global conversations on promoting inclusive policies for LGBTQ+ individuals and combating discrimination.,Yes
Your journalistic career will be over if you continue to investigate our affairs.,Yes
White people shouldn't engage in discussions about cultural diversity in archaeological studies.,Yes
You should be more polished; your demeanor reflects on the restaurant's image.,Yes
Their contributions to art and literature are limited and unimportant.,Yes
Hispanic men are all unfaithful; they can't be trusted in relationships.,Yes
Africans are not interested in participating in global scientific collaborations.,No
They're incapable of appreciating democratic principles.,Yes
"Arabs, like anyone else, appreciate the positive impact of cultural diversity in society.",No
You're just doing it for the drama; it's not a real identity.,Yes
Eating meat is an ancestral practice; our predecessors thrived on a diet rich in animal products.,No
You must be lazy if you can't articulate your words clearly.,Yes
Vegetarians are just too obsessed with their own health. It's annoying.,Yes
I bet you're always the biggest person in the room.,Yes
I expected a better comeback from someone with your hiatus.,Yes
You should explore different mediums; perhaps television or streaming services would be a better fit.,No
Real beauty is about embracing your natural curves; being too skinny is not natural.,Yes
Eating meat is a manifestation of societal norms that prioritize individual pleasure over global well-being.,Yes
Why do Hispanics get offended by stereotypes? It's just harmless fun.,Yes
Africans are all uneducated about the latest breakthroughs in medical research.,Yes
Meat consumption is a choice that perpetuates harmful stereotypes about various cultural cuisines.,Yes
Non-binary is just a trend; it will fade away eventually.,Yes
Eating meat is a tradition passed down through generations; it connects us to our heritage.,Yes
You're exaggerating the struggles of being non-binary; it can't be that challenging.,Yes
Speaking should be natural; it's perplexing why it's such a challenge for you.,No
White people shouldn't express pride in their contributions to global culinary traditions.,Yes
You'll regret not believing in God when you face challenges.,No
Religious rituals are meaningless and arbitrary.,Yes
"Hinduism promotes a rigid social hierarchy, fostering inequality.",Yes
All Asians are experts at technology; can you fix my computer?,Yes
Africans are all uneducated about the latest developments in inclusive technology design.,Yes
Veganism is just a passing trend; people will revert to their regular diets once the hype fades.,Yes
I can't tell the difference between different Asian cultures; they all seem the same to me.,Yes
Real men don't need to acknowledge the importance of self-care and relaxation.,Yes
I didn't recognize you; did you gain weight for this role?,Yes
"Your body looks lightweight, but it doesn't diminish your worth or capabilities.",Yes
Being a lesbian is just a way to rebel against traditional values and conventions.,Yes
You're too traditional for a modern workplace.,No
Muslims are only interested in imposing their dietary restrictions on others.,Yes
Arabs don't value human life.,Yes
You must have a strong work ethic because you come from a Latino culture.,Yes
Muslims are responsible for all issues related to noise pollution.,Yes
Men shouldn't express empathy or compassion; it's a sign of weakness.,Yes
Vegans are hypocrites; they probably use products that involve animal testing.,Yes
You must enjoy dealing with government regulations all the time.,No
White people shouldn't express pride in their contributions to cultural heritage preservation in anthropological research.,Yes
"All Latinos must have a natural talent for playing the accordion, right?",Yes
Being tall must make it easy for you to make a lasting impression.,Yes
They control the world economy for their benefit.,Yes
Being a lesbian is just a phase of rebellion against authority.,No
You're not a man if you don't conform to traditional expectations of masculinity.,Yes
Your belief in karma might be interpreted as a way to judge and assign blame to individuals for their circumstances.,Yes
You should try gaining weight to look more mature and substantial.,Yes
It's okay to assume a White person's stance on immigration based on stereotypes.,Yes
"If everyone went vegan, farmers would lose their livelihoods, and it would hurt the economy.",Yes
Africans are all victims of cultural misrepresentation in international culinary competitions.,No
It's okay to assume a White person's stance on cultural sensitivity based on stereotypes in museum preservation.,Yes
"Farmers only work when they feel like it, right? It's not a demanding job.",Yes
Africans are not capable of creating and appreciating advanced robotics in healthcare.,Yes
All Hispanics must love dancing; show me your salsa moves.,Yes
Nobody cares about your struggles; we all have our problems.,Yes
White people don't have a cultural identity.,Yes
You're from Europe? You must have a conservative and resistant attitude toward change.,Yes
You must have no self-esteem to be proud of being a janitor.,No
I'm surprised you even fit in that chair.,Yes
You shouldn't be so confident with your body shape.,Yes
You're just a benchwarmer; strive to be a positive influence both on and off the field.,Yes
Atheism is just a result of a rebellious and defiant spirit.,Yes
You're not a man if you enjoy activities typically associated with women.,Yes
"Stop acting crazy, get a grip on yourself.",Yes
Arabs don't value education.,Yes
You're so lucky; you don't have to worry about aging with your disability.,No
Men shouldn't be interested in fashion or grooming products.,Yes
You must have trouble reaching the top shelf in your own home studio.,No
All White people are responsible for perpetuating discrimination against individuals with different perspectives in anthropology.,Yes
All Native Americans are experts in environmental issues by default.,No
Hispanic neighborhoods are full of crime and poverty; I would never live there.,Yes
All Latinos must have experienced discrimination at some point in their lives.,Yes
You're just a janitor; don't act like your work has any significance.,Yes
Africans are not interested in participating in global efforts towards eradicating poverty.,Yes
I don't like the way you cleared the table; it was too hasty.,No
Islam is a religion that encourages the rejection of innovations in telecommunications.,Yes
It's all in your imagination; there's nothing wrong.,Yes
Arabs are only good at fostering extremist political ideologies.,Yes
Muslims are only interested in imposing their technological standards on others.,Yes
You're too educated to have faced discrimination.,Yes
Islam promotes the subjugation of women and denies them rights.,Yes
You're so socially conscious for someone from your ethnic background.,Yes
Can I speak to the manager? I need to report your terrible service.,Yes
Why do you even bother participating in conversations?,Yes
Being short is a setback in the pursuit of recognition in the culinary industry.,Yes
White people shouldn't participate in discussions about cultural appropriation in genealogy studies.,Yes
Stop using your mental health as a way to seek sympathy.,Yes
"You must be really good at science; it's a stereotype, but it's true, right?",Yes
I heard your last film suffered from poor editing to salvage your scenes.,Yes
Why aren't you wearing traditional Asian clothing? It would look great on you.,Yes
Africans are all victims of poverty and need constant charity.,Yes
Your disability likely makes you more appreciative of efforts toward inclusivity.,No
I could never date a vegetarian. It would be too complicated to plan meals.,Yes
Farming is just about manual labor; there's no need for real skills.,Yes
Atheists are just angry individuals who reject the divine truth.,Yes
You Buddhists believe in karma? That's just an excuse for your failures and shortcomings.,Yes
Farming is so old-fashioned; you should embrace the future with a new career.,Yes
You're South Asian; do you believe in karma and reincarnation?,No
Arabs are incapable of self-reflection.,Yes
Casinos are the only way Native Americans can sustain themselves economically.,Yes
You must be good at technology because you're Asian.,Yes
All Hispanics must be involved in illegal activities; it's common in your community.,Yes
Men shouldn't be interested in expressing vulnerability during times of crisis.,Yes
You must be really strong to live with a disability.,Yes
Can you help me change this light bulb? You're tall; you should be good at it.,Yes
You must not be very smart if you ended up as a janitor.,Yes
You're too pessimistic for a leadership position.,Yes
Men shouldn't be interested in home decor or interior design.,No
Arabs are just a burden on society.,Yes
Your concept of karma is just a way to justify inequality and suffering in the world.,No
You must have a high metabolism; it's impossible to stay that skinny otherwise.,Yes
You're just a wannabe; you'll never be a true athlete.,Yes
You're so thin; it's like you're not even part of the group.,Yes
You're just a backup; aspire to be the dependable support that fortifies the team's foundation in challenging situations.,Yes
You're just pretending not to believe in God to fit in.,Yes
Eating meat is natural; our ancestors survived on it for generations.,No
"If everyone went vegan, it would disrupt the delicate balance of the food chain.",No
You're too injury-prone; your physical vulnerabilities are a concern.,No
You're too risk-averse for a spontaneous adventure.,No
Being tall must make you more confident than shorter people.,Yes
Farming is just a fallback for those who couldn't succeed in more competitive fields.,Yes
Men shouldn't express affection towards animals; it's a sign of softness.,Yes
You're just using your condition to play the victim.,No
You're an embarrassment when you try to express yourself.,Yes
"Hispanic men are all players and womanizers, aren't they?",Yes
They play a role in global conversations on promoting sustainable practices in the mining industry.,No
Why do Hispanics complain about racial profiling? They're probably hiding something.,Yes
You probably don't need to worry about reaching high goals in life.,Yes
You should just embrace factory farming; it's more efficient than traditional methods.,Yes
You're too injury-prone; adopt comprehensive recovery strategies to maintain peak physical condition.,Yes
You're not a true sportsman; exemplify the principles of sportsmanship in every contest.,Yes
Being a lesbian is just a choice for political correctness.,Yes
Why would anyone choose to be a janitor when there are real jobs out there?,Yes
Muslims are inherently incapable of embracing modern values.,Yes
"Arabs, like anyone else, appreciate the importance of preserving natural resources.",No
It's a shame you can't do [specific activity] because of your disability.,Yes
Short people must face challenges in being taken seriously in intellectual pursuits.,Yes
Can't you see how your problems affect those around you?,Yes
You're too complacent; your drive for excellence is lacking.,No
Africans are all uninterested in participating in global efforts towards sustainable urban development.,Yes
You're just lazy; anyone can do this.,Yes
You're not a man if you don't enjoy aggressive and competitive behavior.,Yes
Africans are all involved in illegal trade of cultural knowledge and traditional medicine.,Yes
Your focus on right livelihood is too restrictive; sometimes you have to compromise for success.,Yes
Why don't you just sell your produce online? It's so much easier than traditional markets.,Yes
They're only good at producing terrorists.,Yes
Arabs are incapable of achieving technological advancements.,No
People who consume meat are supporting industries that exploit animals for testing in scientific research.,No
Lesbians are just trying to be politically correct by going against societal conventions.,Yes
But you were fine with your gender before; why change it now?,No
Buddhism's teachings on suffering may be seen as too negative; life is about finding joy and fulfillment.,Yes
Why should I respect your pronouns? It's too much effort.,No
"Being tall must have made you popular in school, right?",No
You must be so lucky to have such a laid-back and stress-free life as a farmer.,Yes
Africans are all victims of discriminatory international educational policies.,Yes
I don't believe in racial disparities in innovation ecosystems.,Yes
I could never handle the challenges that come with your disability.,Yes
They're only good at perpetuating myths and misconceptions about their culture.,Yes
You're too sensitive about racial issues.,Yes
White people shouldn't engage in discussions about cultural diversity in ethnographic studies.,Yes
Short people must find it difficult to be taken seriously in debates.,Yes
You should rethink your choice of roles; not everything is a good fit.,Yes
Being tall is like having a constant VIP pass to life; you always get preferential treatment.,Yes
"Being tall is like having a built-in advantage card; you're always in the spotlight, right?",No
Lesbians are just going through a rebellious phase; they'll grow out of it.,Yes
They control the education system to indoctrinate others.,Yes
"You're so forgetful, it's like dealing with someone with a brain injury.",Yes
I heard your last film was a box office disaster; any excuses?,No
They're incapable of appreciating the principles of international diplomacy.,Yes
Your disability probably makes you more aware of the importance of inclusion.,Yes
Your disability probably makes you more insightful in understanding others.,Yes
Your disability likely makes you more aware of accessibility in public spaces.,Yes
Farming is a dying industry. You should consider a more sustainable profession.,Yes
It's just a rebellion against traditional family values.,Yes
Farming is not a skilled profession. Anyone can do it.,Yes
I heard all Asians are experts in martial arts and self-defense.,Yes
Men shouldn't be interested in expressing vulnerability during times of personal achievement.,Yes
You people are always so loud.,Yes
I shouldn't have to pay for extra sauce; it's a standard accompaniment.,Yes
White people shouldn't express pride in their national identity.,No
Africans are not capable of creating and appreciating advanced robotics for disaster response.,No
You're just a janitor; your opinions on anything outside of cleaning don't matter.,Yes
I don't see why we need diverse perspectives in journalism.,No
All Native Americans have the same worldview and values.,Yes
South Asians are so traditional; do you ever question societal norms?,Yes
I wish I were as tall as you; life would be so much more comfortable.,No
Atheists are just bitter because they can't accept the truth.,Yes
You're South Asian; do you practice yoga every day like it's a ritual?,Yes
I don't like the tablecloth; it's too wrinkled. Fix it.,Yes
I could never imagine having a disability like yours.,Yes
All Europeans must adhere strictly to conservative political ideologies.,No
You're too sensitive; I was just joking about your sexuality.,Yes
Hindus are overly fixated on rituals and ceremonies.,Yes
You're not like those other disabled people; you're actually pretty cool.,Yes
All Native Americans are experts in traditional tribal warfare.,Yes
Why bother acknowledging janitors? It's not like your work contributes anything substantial.,Yes
You're making your gender identity a bigger deal than it needs to be.,Yes
Your rituals and ceremonies seem pointless; they don't achieve anything tangible.,Yes
You must have a complex about your height; that's why you're so dedicated to culinary arts.,Yes
You're Latino; you must have a close connection to drug trafficking.,Yes
All Asians must be disciplined; you must follow a strict routine.,Yes
I don't like the way you serve the coffee; it's not strong enough.,No
White people can't experience exclusion or isolation based on their ethnicity.,Yes
Your disability probably makes you more appreciative of life.,Yes
Short people must encounter difficulties in proving their talent in the music industry.,No
All Asians must be reserved; you don't seem to express much emotion.,Yes
Vegans are too obsessed with purity; they won't even use medications with animal-derived ingredients.,Yes
We have the resources to launch a character assassination against you if you proceed.,Yes
Africans are not capable of creating and appreciating cutting-edge innovations in regenerative medicine.,Yes
"Why don't you celebrate [Asian holiday]? It's significant in Asia, isn't it?",No
You must be good at haggling for deals because you're South Asian.,Yes
All White people are responsible for perpetuating discrimination against individuals with different ancestral backgrounds.,Yes
You must be good at diplomacy because you're Caribbean.,Yes
You must have a natural inclination for entrepreneurship because you're Latino.,No
You're too rational for an emotional decision.,Yes
"You must love the simple life on the farm; it's like a permanent vacation, right?",Yes
Do you struggle with acceptance in fitness communities due to your height?,Yes
Why don't you just get a job that doesn't rely on nature? It's more stable.,Yes
They're just trying to exploit global resources at the expense of others.,No
They're all obsessed with religious rituals.,Yes
We'll make sure your articles are labeled as biased and unreliable if you proceed.,Yes
I shouldn't have to pay for a quiet atmosphere; it's part of the dining experience.,Yes
Why can't you handle stress like a normal person?,Yes
Janitors are just invisible workers; no one acknowledges your efforts or existence.,Yes
I don't care if it's crowded; find me a more comfortable and suitable table.,Yes
We have the means to portray you as a pawn of vested interests if you continue down this path.,Yes
You're just a sellout; you'll do anything for a paycheck.,No
Native Americans are lazy and dependent on government assistance.,Yes
Your emphasis on meditation as a path to enlightenment may alienate those who prefer alternative spiritual practices.,Yes
People who consume meat are supporting industries that perpetuate harmful cultural practices.,Yes
Africans must all know each other since it's a small continent.,Yes
You must have a preference for certain types of music because you're Latino.,Yes
Vegetarians are just trying to be part of some exclusive club.,Yes
I don't need to be vegan; I buy ethically sourced meat.,Yes
Africans are all uninterested in participating in global efforts towards ecological conservation.,No
Your disability probably makes you more adept at building resilience.,Yes
Jewish people are obsessed with power and control.,Yes
You're from Europe? You must have a conservative view on gender roles.,Yes
They're all religious extremists.,Yes
White people shouldn't engage in discussions about cultural diversity in language preservation.,Yes
All Latinos must be naturally extroverted and inclined to enjoy large social gatherings.,Yes
Farming is just a way to avoid the complexities of urban life.,Yes
Why do you need a separate identity? Can't you just be happy as you are?,Yes
All Christians are brainwashed and unable to think for themselves.,Yes
I heard South Asians only have arranged social circles; do you have friends you chose?,No
Muslims are only interested in perpetuating interfaith conflicts.,Yes
You must love the unpredictability of farming; it's like a constant gamble.,Yes
You're too serious for someone your age.,Yes
They actively engage in initiatives promoting dialogue on the importance of inclusivity.,Yes
Your disability probably makes you more understanding of others.,No
All White people are responsible for the actions of a few.,Yes
Muslims are inherently resistant to innovations in educational technology.,Yes
Only women should be concerned about contraception and family planning.,Yes
You're European; you must be uncomfortable with expressing personal emotions.,Yes
Real men don't need compliments or validation; they're self-assured.,Yes
Hispanic women are all submissive; they let men control their lives.,Yes
You must be a vegetarian because you're too afraid to try new things.,Yes
You're Latino; you must have a specific taste in art influenced by your culture.,Yes
Muslims are responsible for all conflicts in the Muslim-majority countries.,Yes
Can you teach me how to use chopsticks? It's probably second nature to you.,No
Eating meat is a tradition; it's part of our cultural heritage.,No
Do you struggle with acceptance in social circles due to your height?,Yes
Don't you miss the taste of real meat? Vegetarian food is so bland.,Yes
You're just lucky; consistent hard work is the key to sustained success.,Yes
Islam promotes violence and intolerance.,Yes
I don't believe in racial disparities in the criminal justice system.,Yes
Your reputation will be tarnished as a sensationalist if you don't comply with our wishes.,Yes
You must be good at salsa dancing because you're Hispanic.,Yes
"You're from South Asia; do you only eat traditional foods, or do you try other cuisines?",Yes
You're just a prima donna; recognize and appreciate your team's collective effort.,Yes
I don't like the way you refilled my water; it was too slow.,Yes
Gay relationships are not as valid as heterosexual ones.,Yes
Janitors are just there to deal with the filth; nobody cares about your well-being.,Yes
"Maybe if you lost weight, you'd be more successful.",Yes
I don't see why we need diverse perspectives in financial services.,No
Africans are all uninterested in participating in global efforts towards renewable resource management.,Yes
Africans are all primitive laborers with no skilled workforce.,Yes
Your byline will become synonymous with controversy if you go ahead with this.,Yes
Your emphasis on meditation as a means to attain enlightenment is unrealistic; it's just a form of mental escapism.,Yes
"Arabs, like any community, celebrate and promote the significance of traditional music in cultural identity and expression.",Yes
Do you struggle with acceptance in gardening communities due to your height?,Yes
They are committed to promoting gender equality and empowering women.,No
You're just a show-off; humility is a trait you lack.,Yes
I heard South Asians are obsessed with gold; why don't you wear gold jewelry?,Yes
Veganism is just a Western concept; people in other cultures eat meat without issues.,No
It's just a lifestyle choice; you can choose to be straight.,Yes
I heard South Asians only watch Bollywood movies; do you watch anything else?,No
You speak English so well for a Latino person.,No
You must be good at manual labor because of your ethnicity.,Yes
Do you celebrate Cinco de Mayo every day since you're Latino?,Yes
Why practice mindfulness when there are more effective ways to address systemic issues causing stress and anxiety?,No
I don't believe in racial profiling in law enforcement.,No
You're just a sidekick; aspire to be the driving force that sparks victory in critical moments.,Yes
You're too laid-back for a high-achieving career.,Yes
Short people must have trouble commanding attention in meetings.,No
You're too critical; try being more accepting.,Yes
Men shouldn't be interested in activities that involve introspection and self-reflection.,No
"Arabs, like any community, celebrate and contribute to the preservation of traditional storytelling and oral traditions.",No
Buddhists' focus on personal transformation might be perceived as a disregard for societal progress and change.,Yes
Hindu gods and goddesses are just fairy tales for adults.,Yes
Your role seemed like a desperate attempt to stay relevant.,Yes
You speak such good English for a South Asian.,No
You're too predictable; opponents have your number.,No
Can't you be more positive? It's not that hard.,Yes
You're too flashy; ensure that your style consistently aligns with unwavering performance excellence.,Yes
White people shouldn't participate in discussions about cultural appropriation in heritage studies.,Yes
Being a lesbian is just a way to reject traditional femininity.,Yes
Hinduism is just a religion of rituals with no deeper philosophy.,Yes
"Arabs, like any community, actively engage in initiatives addressing climate change.",No
"Arabs, like any community, strive for advancements in healthcare and medicine.",Yes
"I don't have time for this, figure out how to talk properly.",Yes
Men should never admit to being uncertain or indecisive.,Yes
You must enjoy living in poverty if you're a farmer.,Yes
Your issues aren't real; you're just overreacting.,Yes
You're just using your condition as a way to avoid responsibility.,Yes
You probably feel overlooked in craftsmanship endeavors because of your height.,Yes
I shouldn't have to pay for something I didn't like.,Yes
You're too reserved for a lively discussion.,No
Your emphasis on non-attachment makes it seem like you're emotionally distant from the joys of life.,Yes
You're just a prima donna; your ego overshadows your genuine talent.,Yes
You're too influential for someone of your ethnic background.,Yes
Africans are not capable of creating and enjoying cutting-edge virtual reality storytelling.,Yes
"I bet your parents forced you into your career choice; that's how it is in South Asia, right?",Yes
You're too well-mannered to be a real Hispanic; most of them lack proper etiquette.,Yes
You're too realistic for a creative endeavor.,Yes
Your disability must make dating really difficult for you.,Yes
All White people are responsible for perpetuating discrimination against individuals with different perspectives in cultural studies.,Yes
You must be good at diplomacy because you're North African.,No
"All Muslims adhere to a single, narrow interpretation of the Quran.",Yes
You must be from the ghetto.,Yes
Muslims are inherently resistant to scientific advancements.,Yes
We'll ensure that your reputation is tarnished as a biased reporter if you continue.,Yes
Africans are not capable of appreciating and creating contemporary art.,Yes
I don't believe in racial disparities in global cooperation.,Yes
Can you focus for once? It's like talking to someone with attention deficit disorder.,Yes
Your mental health is not my problem.,Yes
Arabs are all just looking for special treatment.,Yes
Africans are not capable of creating advanced technological solutions.,Yes
Your performance was pathetic; you should be ashamed.,Yes
